from_kode,from_nama,from_lat,from_lon,to_kode,to_nama,to_lat,to_lon,straight_km,road_km,travel_minutes,method
3506,Kabupaten Kediri,-7.8489,112.0108,3517,Kabupaten Jombang,-7.5467,112.2354,41.73,54.25,65.1,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3518,Kabupaten Nganjuk,-7.6051,111.904,29.55,38.42,46.1,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3519,Kabupaten Madiun,-7.5438,111.5247,63.4,82.43,98.9,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3520,Kabupaten Magetan,-7.6462,111.3592,75.25,97.82,117.4,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3521,Kabupaten Ngawi,-7.4047,111.4475,79.33,103.13,123.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3522,Kabupaten Bojonegoro,-7.1506,111.8802,78.97,102.66,123.2,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3523,Kabupaten Tuban,-6.9667,112.05,98.19,127.65,153.2,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3524,Kabupaten Lamongan,-7.1197,112.4178,92.67,120.47,144.6,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3525,Kabupaten Gresik,-7.1641,112.6508,103.81,134.95,161.9,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3526,Kabupaten Bangkalan,-7.0456,112.9352,135.52,176.18,211.4,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3527,Kabupaten Sampang,-7.0486,113.239,162.04,210.65,252.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3528,Kabupaten Pamekasan,-7.1576,113.4741,178.7,232.3,278.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3529,Kabupaten Sumenep,-7.0167,113.8667,224.58,291.96,350.3,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3571,Kota Kediri,-7.8164,112.018,3.7,4.81,5.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3572,Kota Blitar,-8.0984,112.1683,32.72,42.53,51.0,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3573,Kota Malang,-7.9786,112.6305,69.76,90.69,108.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3574,Kota Probolinggo,-7.7543,113.2159,133.18,173.13,207.8,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3575,Kota Pasuruan,-7.6455,112.9077,101.38,131.79,158.1,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3576,Kota Mojokerto,-7.4704,112.438,63.15,82.09,98.5,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3577,Kota Madiun,-7.6298,111.5237,58.94,76.62,91.9,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3578,Kota Surabaya,-7.2575,112.7521,104.89,136.35,163.6,haversine
3506,Kabupaten Kediri,-7.8489,112.0108,3579,Kota Batu,-7.8672,112.5261,56.8,73.84,88.6,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3501,Kabupaten Pacitan,-8.1953,111.1012,170.24,221.31,265.6,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3502,Kabupaten Ponorogo,-7.8654,111.4595,131.74,171.26,205.5,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3503,Kabupaten Trenggalek,-8.0505,111.7082,102.69,133.5,160.2,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3504,Kabupaten Tulungagung,-8.0654,111.9024,81.32,105.72,126.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3505,Kabupaten Blitar,-8.0994,112.16,53.21,69.17,83.0,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3506,Kabupaten Kediri,-7.8489,112.0108,72.96,94.84,113.8,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3507,Kabupaten Malang,-8.0515,112.6409,0.0,0.0,0.0,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3508,Kabupaten Lumajang,-8.1339,113.2246,64.91,84.38,101.3,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3509,Kabupaten Jember,-8.1725,113.6883,116.08,150.91,181.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3510,Kabupaten Banyuwangi,-8.2193,114.352,189.27,246.05,295.3,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3511,Kabupaten Bondowoso,-7.9136,113.8214,130.89,170.16,204.2,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3512,Kabupaten Situbondo,-7.7067,114.0049,155.05,201.57,241.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3513,Kabupaten Probolinggo,-7.8662,113.2158,66.58,86.55,103.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3514,Kabupaten Pasuruan,-7.6469,112.9075,53.73,69.84,83.8,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3515,Kabupaten Sidoarjo,-7.4518,112.7181,67.22,87.39,104.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3516,Kabupaten Mojokerto,-7.4726,112.4341,68.28,88.77,106.5,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3517,Kabupaten Jombang,-7.5467,112.2354,71.74,93.26,111.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3518,Kabupaten Nganjuk,-7.6051,111.904,95.15,123.69,148.4,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3519,Kabupaten Madiun,-7.5438,111.5247,135.31,175.9,211.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3520,Kabupaten Magetan,-7.6462,111.3592,148.2,192.66,231.2,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3521,Kabupaten Ngawi,-7.4047,111.4475,149.88,194.84,233.8,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3522,Kabupaten Bojonegoro,-7.1506,111.8802,130.63,169.82,203.8,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3523,Kabupaten Tuban,-6.9667,112.05,137.09,178.22,213.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3524,Kabupaten Lamongan,-7.1197,112.4178,106.49,138.44,166.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3525,Kabupaten Gresik,-7.1641,112.6508,98.68,128.28,153.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3526,Kabupaten Bangkalan,-7.0456,112.9352,116.46,151.4,181.7,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3527,Kabupaten Sampang,-7.0486,113.239,129.55,168.41,202.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3528,Kabupaten Pamekasan,-7.1576,113.4741,135.33,175.92,211.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3529,Kabupaten Sumenep,-7.0167,113.8667,177.48,230.72,276.9,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3571,Kota Kediri,-7.8164,112.018,73.41,95.44,114.5,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3572,Kota Blitar,-8.0984,112.1683,52.29,67.98,81.6,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3573,Kota Malang,-7.9786,112.6305,8.19,10.64,12.8,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3574,Kota Probolinggo,-7.7543,113.2159,71.43,92.86,111.4,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3575,Kota Pasuruan,-7.6455,112.9077,53.87,70.03,84.0,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3576,Kota Mojokerto,-7.4704,112.438,68.37,88.89,106.7,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3577,Kota Madiun,-7.6298,111.5237,131.7,171.2,205.4,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3578,Kota Surabaya,-7.2575,112.7521,89.14,115.88,139.1,haversine
3507,Kabupaten Malang,-8.0515,112.6409,3579,Kota Batu,-7.8672,112.5261,24.08,31.3,37.6,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3501,Kabupaten Pacitan,-8.1953,111.1012,233.82,303.96,364.8,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3502,Kabupaten Ponorogo,-7.8654,111.4595,196.64,255.63,306.8,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3503,Kabupaten Trenggalek,-8.0505,111.7082,167.19,217.35,260.8,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3504,Kabupaten Tulungagung,-8.0654,111.9024,145.75,189.48,227.4,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3505,Kabupaten Blitar,-8.0994,112.16,117.26,152.43,182.9,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3506,Kabupaten Kediri,-7.8489,112.0108,137.36,178.57,214.3,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3507,Kabupaten Malang,-8.0515,112.6409,64.91,84.38,101.3,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3508,Kabupaten Lumajang,-8.1339,113.2246,0.0,0.0,0.0,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3509,Kabupaten Jember,-8.1725,113.6883,51.22,66.59,79.9,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3510,Kabupaten Banyuwangi,-8.2193,114.352,124.45,161.78,194.1,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3511,Kabupaten Bondowoso,-7.9136,113.8214,70.13,91.17,109.4,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3512,Kabupaten Situbondo,-7.7067,114.0049,98.19,127.65,153.2,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3513,Kabupaten Probolinggo,-7.8662,113.2158,29.78,38.72,46.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3514,Kabupaten Pasuruan,-7.6469,112.9075,64.44,83.77,100.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3515,Kabupaten Sidoarjo,-7.4518,112.7181,94.16,122.41,146.9,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3516,Kabupaten Mojokerto,-7.4726,112.4341,113.98,148.17,177.8,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3517,Kabupaten Jombang,-7.5467,112.2354,127.03,165.14,198.2,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3518,Kabupaten Nganjuk,-7.6051,111.904,156.9,203.96,244.8,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3519,Kabupaten Madiun,-7.5438,111.5247,198.42,257.94,309.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3520,Kabupaten Magetan,-7.6462,111.3592,212.49,276.24,331.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3521,Kabupaten Ngawi,-7.4047,111.4475,211.91,275.49,330.6,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3522,Kabupaten Bojonegoro,-7.1506,111.8802,184.14,239.38,287.3,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3523,Kabupaten Tuban,-6.9667,112.05,183.33,238.32,286.0,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3524,Kabupaten Lamongan,-7.1197,112.4178,143.61,186.69,224.0,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3525,Kabupaten Gresik,-7.1641,112.6508,125.01,162.51,195.0,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3526,Kabupaten Bangkalan,-7.0456,112.9352,125.15,162.69,195.2,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3527,Kabupaten Sampang,-7.0486,113.239,120.69,156.9,188.3,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3528,Kabupaten Pamekasan,-7.1576,113.4741,111.99,145.58,174.7,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3529,Kabupaten Sumenep,-7.0167,113.8667,142.97,185.86,223.0,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3571,Kota Kediri,-7.8164,112.018,137.48,178.72,214.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3572,Kota Blitar,-8.0984,112.1683,116.35,151.25,181.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3573,Kota Malang,-7.9786,112.6305,67.65,87.95,105.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3574,Kota Probolinggo,-7.7543,113.2159,42.22,54.89,65.9,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3575,Kota Pasuruan,-7.6455,112.9077,64.56,83.92,100.7,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3576,Kota Mojokerto,-7.4704,112.438,113.81,147.95,177.5,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3577,Kota Madiun,-7.6298,111.5237,195.55,254.21,305.1,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3578,Kota Surabaya,-7.2575,112.7521,110.49,143.63,172.4,haversine
3508,Kabupaten Lumajang,-8.1339,113.2246,3579,Kota Batu,-7.8672,112.5261,82.43,107.16,128.6,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3501,Kabupaten Pacitan,-8.1953,111.1012,284.75,370.18,444.2,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3502,Kabupaten Ponorogo,-7.8654,111.4595,247.77,322.1,386.5,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3503,Kabupaten Trenggalek,-8.0505,111.7082,218.4,283.91,340.7,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3504,Kabupaten Tulungagung,-8.0654,111.9024,196.95,256.04,307.2,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3505,Kabupaten Blitar,-8.0994,112.16,168.42,218.95,262.7,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3506,Kabupaten Kediri,-7.8489,112.0108,188.18,244.64,293.6,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3507,Kabupaten Malang,-8.0515,112.6409,116.08,150.91,181.1,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3508,Kabupaten Lumajang,-8.1339,113.2246,51.22,66.59,79.9,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3509,Kabupaten Jember,-8.1725,113.6883,0.0,0.0,0.0,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3510,Kabupaten Banyuwangi,-8.2193,114.352,73.23,95.2,114.2,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3511,Kabupaten Bondowoso,-7.9136,113.8214,32.3,41.99,50.4,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3512,Kabupaten Situbondo,-7.7067,114.0049,62.44,81.17,97.4,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3513,Kabupaten Probolinggo,-7.8662,113.2158,62.18,80.84,97.0,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3514,Kabupaten Pasuruan,-7.6469,112.9075,103.97,135.17,162.2,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3515,Kabupaten Sidoarjo,-7.4518,112.7181,133.59,173.66,208.4,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3516,Kabupaten Mojokerto,-7.4726,112.4341,158.57,206.15,247.4,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3517,Kabupaten Jombang,-7.5467,112.2354,174.51,226.86,272.2,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3518,Kabupaten Nganjuk,-7.6051,111.904,206.41,268.33,322.0,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3519,Kabupaten Madiun,-7.5438,111.5247,248.36,322.87,387.4,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3520,Kabupaten Magetan,-7.6462,111.3592,263.11,342.04,410.5,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3521,Kabupaten Ngawi,-7.4047,111.4475,261.21,339.57,407.5,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3522,Kabupaten Bojonegoro,-7.1506,111.8802,229.38,298.19,357.8,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3523,Kabupaten Tuban,-6.9667,112.05,224.91,292.39,350.9,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3524,Kabupaten Lamongan,-7.1197,112.4178,182.51,237.26,284.7,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3525,Kabupaten Gresik,-7.1641,112.6508,160.14,208.18,249.8,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3526,Kabupaten Bangkalan,-7.0456,112.9352,150.3,195.39,234.5,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3527,Kabupaten Sampang,-7.0486,113.239,134.43,174.75,209.7,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3528,Kabupaten Pamekasan,-7.1576,113.4741,115.29,149.88,179.9,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3529,Kabupaten Sumenep,-7.0167,113.8667,130.01,169.02,202.8,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3571,Kota Kediri,-7.8164,112.018,188.14,244.58,293.5,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3572,Kota Blitar,-8.0984,112.1683,167.52,217.77,261.3,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3573,Kota Malang,-7.9786,112.6305,118.43,153.96,184.8,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3574,Kota Probolinggo,-7.7543,113.2159,69.78,90.71,108.9,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3575,Kota Pasuruan,-7.6455,112.9077,104.04,135.26,162.3,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3576,Kota Mojokerto,-7.4704,112.438,158.32,205.82,247.0,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3577,Kota Madiun,-7.6298,111.5237,245.93,319.7,383.6,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3578,Kota Surabaya,-7.2575,112.7521,144.89,188.36,226.0,haversine
3509,Kabupaten Jember,-8.1725,113.6883,3579,Kota Batu,-7.8672,112.5261,132.39,172.11,206.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3501,Kabupaten Pacitan,-8.1953,111.1012,357.78,465.11,558.1,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3502,Kabupaten Ponorogo,-7.8654,111.4595,320.89,417.16,500.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3503,Kabupaten Trenggalek,-8.0505,111.7082,291.62,379.11,454.9,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3504,Kabupaten Tulungagung,-8.0654,111.9024,270.18,351.23,421.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3505,Kabupaten Blitar,-8.0994,112.16,241.64,314.13,377.0,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3506,Kabupaten Kediri,-7.8489,112.0108,261.04,339.36,407.2,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3507,Kabupaten Malang,-8.0515,112.6409,189.27,246.05,295.3,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3508,Kabupaten Lumajang,-8.1339,113.2246,124.45,161.78,194.1,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3509,Kabupaten Jember,-8.1725,113.6883,73.23,95.2,114.2,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3510,Kabupaten Banyuwangi,-8.2193,114.352,0.0,0.0,0.0,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3511,Kabupaten Bondowoso,-7.9136,113.8214,67.59,87.86,105.4,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3512,Kabupaten Situbondo,-7.7067,114.0049,68.63,89.22,107.1,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3513,Kabupaten Probolinggo,-7.8662,113.2158,131.11,170.45,204.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3514,Kabupaten Pasuruan,-7.6469,112.9075,171.34,222.75,267.3,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3515,Kabupaten Sidoarjo,-7.4518,112.7181,199.19,258.95,310.7,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3516,Kabupaten Mojokerto,-7.4726,112.4341,226.99,295.09,354.1,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3517,Kabupaten Jombang,-7.5467,112.2354,244.83,318.28,381.9,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3518,Kabupaten Nganjuk,-7.6051,111.904,278.13,361.57,433.9,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3519,Kabupaten Madiun,-7.5438,111.5247,320.34,416.44,499.7,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3520,Kabupaten Magetan,-7.6462,111.3592,335.7,436.41,523.7,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3521,Kabupaten Ngawi,-7.4047,111.4475,332.54,432.3,518.8,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3522,Kabupaten Bojonegoro,-7.1506,111.8802,297.17,386.32,463.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3523,Kabupaten Tuban,-6.9667,112.05,289.44,376.27,451.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3524,Kabupaten Lamongan,-7.1197,112.4178,245.73,319.44,383.3,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3525,Kabupaten Gresik,-7.1641,112.6508,221.15,287.5,345.0,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3526,Kabupaten Bangkalan,-7.0456,112.9352,203.5,264.55,317.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3527,Kabupaten Sampang,-7.0486,113.239,178.86,232.52,279.0,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3528,Kabupaten Pamekasan,-7.1576,113.4741,152.63,198.42,238.1,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3529,Kabupaten Sumenep,-7.0167,113.8667,144.02,187.23,224.7,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3571,Kota Kediri,-7.8164,112.018,260.87,339.13,407.0,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3572,Kota Blitar,-8.0984,112.1683,240.73,312.95,375.5,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3573,Kota Malang,-7.9786,112.6305,191.39,248.81,298.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3574,Kota Probolinggo,-7.7543,113.2159,135.37,175.98,211.2,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3575,Kota Pasuruan,-7.6455,112.9077,171.38,222.8,267.4,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3576,Kota Mojokerto,-7.4704,112.438,226.68,294.69,353.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3577,Kota Madiun,-7.6298,111.5237,318.31,413.8,496.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3578,Kota Surabaya,-7.2575,112.7521,206.18,268.04,321.6,haversine
3510,Kabupaten Banyuwangi,-8.2193,114.352,3579,Kota Batu,-7.8672,112.5261,204.81,266.25,319.5,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3501,Kabupaten Pacitan,-8.1953,111.1012,301.12,391.46,469.7,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3502,Kabupaten Ponorogo,-7.8654,111.4595,260.2,338.26,405.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3503,Kabupaten Trenggalek,-8.0505,111.7082,233.2,303.16,363.8,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3504,Kabupaten Tulungagung,-8.0654,111.9024,211.98,275.58,330.7,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3505,Kabupaten Blitar,-8.0994,112.16,184.1,239.33,287.2,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3506,Kabupaten Kediri,-7.8489,112.0108,199.56,259.42,311.3,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3507,Kabupaten Malang,-8.0515,112.6409,130.89,170.16,204.2,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3508,Kabupaten Lumajang,-8.1339,113.2246,70.13,91.17,109.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3509,Kabupaten Jember,-8.1725,113.6883,32.3,41.99,50.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3510,Kabupaten Banyuwangi,-8.2193,114.352,67.59,87.86,105.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3511,Kabupaten Bondowoso,-7.9136,113.8214,0.0,0.0,0.0,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3512,Kabupaten Situbondo,-7.7067,114.0049,30.63,39.81,47.8,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3513,Kabupaten Probolinggo,-7.8662,113.2158,66.91,86.98,104.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3514,Kabupaten Pasuruan,-7.6469,112.9075,104.96,136.45,163.7,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3515,Kabupaten Sidoarjo,-7.4518,112.7181,131.98,171.57,205.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3516,Kabupaten Mojokerto,-7.4726,112.4341,160.54,208.71,250.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3517,Kabupaten Jombang,-7.5467,112.2354,179.45,233.29,279.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3518,Kabupaten Nganjuk,-7.6051,111.904,214.02,278.23,333.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3519,Kabupaten Madiun,-7.5438,111.5247,256.38,333.29,400.0,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3520,Kabupaten Magetan,-7.6462,111.3592,272.89,354.75,425.7,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3521,Kabupaten Ngawi,-7.4047,111.4475,267.66,347.96,417.5,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3522,Kabupaten Bojonegoro,-7.1506,111.8802,230.19,299.25,359.1,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3523,Kabupaten Tuban,-6.9667,112.05,221.88,288.45,346.1,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3524,Kabupaten Lamongan,-7.1197,112.4178,178.14,231.58,277.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3525,Kabupaten Gresik,-7.1641,112.6508,153.61,199.7,239.6,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3526,Kabupaten Bangkalan,-7.0456,112.9352,137.34,178.54,214.2,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3527,Kabupaten Sampang,-7.0486,113.239,115.65,150.34,180.4,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3528,Kabupaten Pamekasan,-7.1576,113.4741,92.37,120.08,144.1,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3529,Kabupaten Sumenep,-7.0167,113.8667,99.86,129.81,155.8,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3571,Kota Kediri,-7.8164,112.018,198.94,258.62,310.3,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3572,Kota Blitar,-8.0984,112.1683,183.18,238.14,285.8,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3573,Kota Malang,-7.9786,112.6305,131.35,170.75,204.9,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3574,Kota Probolinggo,-7.7543,113.2159,69.01,89.72,107.7,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3575,Kota Pasuruan,-7.6455,112.9077,104.99,136.48,163.8,haversine
3511,Kabupaten Bondowoso,-7.9136,113.8214,3576,Kota Mojokerto,-7.4704,112.438,160.21,208.27,249.9,haversine
